Original Image Patch,Binary Mask Image Patch
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch84.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch84.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch699.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch699.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch184.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch184.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch277.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch277.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch182.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch182.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch249.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch249.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch290.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch290.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch385.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch385.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch42.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch42.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch137.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch137.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\TRRW7180_original_patch18.png,C:/Users/User/Desktop/Edges/patched_images\TRRW7180_binarymask_patch18.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch145.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch145.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\TRRW7180_original_patch50.png,C:/Users/User/Desktop/Edges/patched_images\TRRW7180_binarymask_patch50.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch88.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch88.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch186.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch186.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch225.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch225.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch237.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch237.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch183.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch183.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch676.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch676.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch195.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch195.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch69.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch69.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch282.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch282.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch50.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch50.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch184.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch184.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch90.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch90.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch86.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch86.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch658.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch658.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch129.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch129.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch142.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch142.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch117.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch117.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch166.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch166.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch198.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch198.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch301.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch301.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch285.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch285.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch167.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch167.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch48.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch48.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch99.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch99.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch221.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch221.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch28.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch28.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch263.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch263.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch138.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch138.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch223.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch223.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0552_original_patch134.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0552_binarymask_patch134.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0081_original_patch119.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0081_binarymask_patch119.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch182.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch182.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch177.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch177.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch29.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch29.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch339.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch339.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch138.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch138.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch166.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch166.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch76.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch76.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch145.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch145.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch113.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch113.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch146.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch146.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch181.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch181.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch126.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch126.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch260.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch260.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch209.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch209.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch191.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch191.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch130.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch130.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch28.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch28.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch60.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch60.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch86.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch86.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch184.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch184.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch471.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch471.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch597.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch597.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch83.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch83.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch102.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch102.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch77.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch77.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch158.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch158.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch31.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch31.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch11.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch11.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch232.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch232.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch95.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch95.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch299.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch299.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch321.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch321.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch180.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch180.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch102.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch102.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch153.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch153.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch192.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch192.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch54.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch54.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0107_original_patch119.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0107_binarymask_patch119.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch149.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch149.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch397.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch397.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5053_original_patch97.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5053_binarymask_patch97.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch147.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch147.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0963_original_patch172.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0963_binarymask_patch172.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch184.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch184.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0404_original_patch90.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0404_binarymask_patch90.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch207.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch207.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch15.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch15.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0225_original_patch114.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0225_binarymask_patch114.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch195.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch195.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch206.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch206.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch297.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch297.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch61.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch61.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch452.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch452.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch103.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch103.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0443_original_patch52.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0443_binarymask_patch52.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch187.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch187.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch436.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch436.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch186.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch186.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0491_original_patch47.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0491_binarymask_patch47.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch136.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch136.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch124.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch124.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch20.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch20.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0284_original_patch166.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0284_binarymask_patch166.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch436.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch436.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0183_original_patch220.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0183_binarymask_patch220.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch156.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch156.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0115_original_patch140.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0115_binarymask_patch140.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch476.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch476.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch106.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch106.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch188.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch188.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch660.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch660.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch153.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch153.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch68.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch68.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch80.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch80.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0040_original_patch187.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0040_binarymask_patch187.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch253.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch253.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0135_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0135_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch434.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch434.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch462.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch462.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch55.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch55.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch211.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch211.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch119.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch119.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch377.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch377.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0194_original_patch216.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0194_binarymask_patch216.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch508.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch508.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch150.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch150.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0076_original_patch115.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0076_binarymask_patch115.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5049_original_patch143.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5049_binarymask_patch143.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0276_original_patch119.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0276_binarymask_patch119.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0011_original_patch122.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0011_binarymask_patch122.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0138_original_patch133.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0138_binarymask_patch133.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch154.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch154.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch265.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch265.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch151.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch151.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch207.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch207.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch110.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch110.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0050_original_patch107.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0050_binarymask_patch107.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch154.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch154.png
C:/Users/User/Desktop/Edges/patched_images\TRRW7180_original_patch14.png,C:/Users/User/Desktop/Edges/patched_images\TRRW7180_binarymask_patch14.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch13.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch13.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0065_original_patch87.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0065_binarymask_patch87.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch150.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch150.png
C:/Users/User/Desktop/Edges/patched_images\DSC00659_original_patch82.png,C:/Users/User/Desktop/Edges/patched_images\DSC00659_binarymask_patch82.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch74.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch74.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch622.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch622.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0234_original_patch312.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0234_binarymask_patch312.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0302_original_patch80.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0302_binarymask_patch80.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0059_original_patch137.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0059_binarymask_patch137.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0052_original_patch159.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0052_binarymask_patch159.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch116.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch116.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch189.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch189.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5065_original_patch105.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5065_binarymask_patch105.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0226_original_patch241.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0226_binarymask_patch241.png
C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_original_patch73.png,C:/Users/User/Desktop/Edges/patched_images\CZBJ2377_binarymask_patch73.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0275_original_patch92.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0275_binarymask_patch92.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3736_original_patch21.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3736_binarymask_patch21.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0796_original_patch203.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0796_binarymask_patch203.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0997_original_patch66.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0997_binarymask_patch66.png
C:/Users/User/Desktop/Edges/patched_images\0V5A4035_original_patch452.png,C:/Users/User/Desktop/Edges/patched_images\0V5A4035_binarymask_patch452.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0067_original_patch139.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0067_binarymask_patch139.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0948_original_patch158.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0948_binarymask_patch158.png
C:/Users/User/Desktop/Edges/patched_images\DSC_5082_original_patch35.png,C:/Users/User/Desktop/Edges/patched_images\DSC_5082_binarymask_patch35.png
C:/Users/User/Desktop/Edges/patched_images\DJI_0413_original_patch203.png,C:/Users/User/Desktop/Edges/patched_images\DJI_0413_binarymask_patch203.png
C:/Users/User/Desktop/Edges/patched_images\0V5A3666_original_patch83.png,C:/Users/User/Desktop/Edges/patched_images\0V5A3666_binarymask_patch83.png
